Date;Average temperature (°F);Average humidity (%);Average dewpoint (°F);Average barometer (in);Average windspeed (mph);Average gustspeed (mph);Average direction (°deg);Rainfall for month (in);Rainfall for year (in);Maximum rain per minute;Maximum temperature (°F);Minimum temperature (°F);Maximum humidity (%);Minimum humidity (%);Maximum pressure;Minimum pressure;Maximum windspeed (mph);Maximum gust speed (mph);Maximum heat index (°F);Date1;Month;diff_pressure
4/12/2017;255;400;42;299;83;125;2920;0;1267;0;335;203;860;260;30239;29418;253;380;335;4/12/2017;12;8,21E+15
5/12/2017;286;290;2;303;98;146;3110;0;1267;0;428;200;410;200;30368;30147;219;299;428;5/12/2017;12;2,21E+16
6/12/2017;214;360;-20;305;52;83;3300;0;1267;0;290;157;550;210;30596;30249;230;253;290;6/12/2017;12;3,47E+15
7/12/2017;256;340;10;304;56;89;2910;0;1267;0;362;146;410;250;30589;30226;184;276;361;7/12/2017;12;3,63E+16
8/12/2017;391;200;10;302;100;150;100;0;1267;0;458;338;360;130;30252;3012;219;334;458;8/12/2017;12;1,32E+15
9/12/2017;419;130;-53;302;94;137;520;0;1267;0;496;337;180;100;30347;30149;207;265;496;9/12/2017;12;1,98E+15
10/12/2017;411;130;-74;303;88;133;710;0;1267;0;520;260;210;70;3049;30148;1714;2220;520;10/12/2017;12;3,42E+16
11/12/2017;437;150;-33;302;174;315;1030;0;1267;0;539;263;340;80;30405;30113;1760;2496;539;11/12/2017;12;2,92E+15
12/12/2017;442;240;73;302;173;337;820;0;1267;0;595;235;420;130;30398;29827;1599;2220;595;12/12/2017;12;5,71E+14
13/12/2017;409;260;37;299;107;228;840;0;1267;0;508;266;840;110;30045;29782;1817;2105;508;13/12/2017;12;2,63E+15
14/12/2017;260;570;107;302;1;5;790;1;1277;0;340;156;860;240;30416;30022;357;529;340;14/12/2017;12;3,94E+15
15/12/2017;410;180;4;299;124;242;780;1;1277;0;489;303;270;130;30173;29697;1357;1668;489;15/12/2017;12;4,76E+15
16/12/2017;361;310;41;297;0;0;830;1;1277;0;435;245;790;100;29897;29617;0;104;435;16/12/2017;12;2,8E+15
17/12/2017;314;500;116;299;24;72;780;1;1277;0;418;206;840;220;30084;29817;518;805;418;17/12/2017;12;2,67E+16
18/12/2017;393;350;136;299;38;113;800;1;1277;0;451;327;420;250;29947;29836;552;1001;451;18/12/2017;12;1,11E+16
19/12/2017;411;320;130;299;0;0;850;1;1277;0;514;294;520;200;30031;29765;0;35;514;19/12/2017;12;2,66E+16
20/12/2017;424;250;86;296;27;84;770;1;1277;0;516;264;500;160;29826;29468;817;1173;516;20/12/2017;12;3,58E+16
21/12/2017;153;750;87;300;1;2;770;11;1278;0;322;17;830;440;30339;29542;242;506;322;21/12/2017;12;7,97E+14
22/12/2017;223;540;66;302;3;15;770;11;1278;0;322;17;850;320;30419;29906;506;679;322;22/12/2017;12;5,13E+15
23/12/2017;257;670;158;299;0;1;860;11;1278;0;313;74;880;400;30238;29778;127;426;313;23/12/2017;12;4,6E+16
24/12/2017;236;300;-47;301;0;0;760;11;1278;0;304;60;760;150;30334;29996;12;138;304;24/12/2017;12;3,38E+16
25/12/2017;306;610;185;299;0;0;740;11;1278;0;359;275;810;400;29996;29817;0;0;359;25/12/2017;12;1,79E+15
26/12/2017;327;400;98;300;0;0;730;11;1278;0;392;266;810;230;30171;29897;0;0;392;26/12/2017;12;2,74E+15
27/12/2017;355;280;55;300;0;0;730;11;1278;0;393;309;390;220;30148;29966;0;0;393;27/12/2017;12;1,82E+15
28/12/2017;400;200;23;300;0;0;730;11;1278;0;443;360;280;160;3008;29803;0;0;443;28/12/2017;12;2,77E+16
29/12/2017;455;160;20;298;0;0;730;11;1278;0;533;392;220;110;29885;29694;0;0;533;29/12/2017;12;1,91E+15
30/12/2017;439;200;-2;297;0;0;730;11;1278;0;545;191;720;70;30032;29536;0;0;545;30/12/2017;12;4,96E+16
31/12/2017;207;630;92;302;0;0;740;11;1278;0;356;124;790;150;30459;30016;0;0;356;31/12/2017;12;4,43E+15
1/01/2018;346;250;3;302;0;0;730;0;0;0;441;225;480;130;30292;30069;0;0;441;1/01/2018;1;2,23E+16
2/01/2018;297;240;-85;303;0;0;730;0;0;0;462;138;570;60;30465;30163;0;0;462;2/01/2018;1;3,02E+15
3/01/2018;359;170;-71;302;0;0;730;0;0;0;516;138;380;80;30449;29974;0;0;516;3/01/2018;1;4,75E+15
4/01/2018;359;230;7;301;0;0;730;0;0;0;508;156;420;120;30331;29929;0;0;508;4/01/2018;1;4,02E+14
5/01/2018;431;260;102;300;0;0;730;0;0;0;513;205;410;180;3019;29922;0;0;513;5/01/2018;1;2,68E+15
6/01/2018;413;410;187;299;0;0;730;0;0;0;507;273;680;270;29997;29719;0;0;507;6/01/2018;1;2,78E+15
7/01/2018;375;400;144;299;0;0;730;0;0;0;462;288;680;270;30044;29689;0;0;423;7/01/2018;1;3,55E+15
8/01/2018;469;190;49;298;0;0;730;0;0;0;560;288;400;80;29991;297;0;0;560;8/01/2018;1;2,91E+16
9/01/2018;476;410;250;296;35;52;2910;0;0;0;539;366;530;310;29715;29389;299;449;539;9/01/2018;1;3,26E+15
10/01/2018;395;540;233;294;60;87;2830;3;3;0;560;273;830;380;29704;29247;196;276;468;10/01/2018;1;4,57E+16
11/01/2018;267;410;56;300;99;148;2830;3;3;0;316;218;600;270;30194;29696;242;357;316;11/01/2018;1;4,98E+16
12/01/2018;325;510;158;301;106;154;2830;3;3;0;419;218;760;300;30308;2991;253;426;419;12/01/2018;1;3,98E+15
13/01/2018;322;440;124;303;77;115;2820;3;3;0;356;263;500;370;30313;30159;184;322;356;13/01/2018;1;1,54E+16
14/01/2018;380;300;73;302;71;108;2830;3;3;0;501;235;600;150;30348;30008;242;334;501;14/01/2018;1;3,4E+16
15/01/2018;160;770;101;305;25;45;2830;4;4;0;501;-12;870;540;30822;30081;138;184;302;15/01/2018;1;7,41E+15
16/01/2018;138;510;-36;307;10;19;2830;5;5;0;391;-56;760;130;30979;30205;115;173;391;16/01/2018;1;7,74E+15
17/01/2018;357;200;-32;303;48;72;2820;5;5;0;492;199;490;90;30523;30029;173;299;492;17/01/2018;1;4,94E+15
18/01/2018;368;170;-55;299;104;112;2860;5;5;0;551;116;310;40;3013;29807;230;334;551;18/01/2018;1;3,23E+15
19/01/2018;481;240;129;296;62;90;2820;5;5;0;567;399;310;60;29867;29441;173;265;567;19/01/2018;1;4,26E+16
20/01/2018;357;540;188;296;34;58;2830;5;5;0;507;235;890;270;29812;29523;115;184;507;20/01/2018;1;2,89E+15
21/01/2018;187;790;132;300;43;68;2830;5;5;0;235;161;890;560;30167;29669;161;276;235;21/01/2018;1;4,98E+15
22/01/2018;237;340;-14;302;115;170;2830;7;7;0;310;173;560;210;30248;30111;230;322;310;22/01/2018;1;1,37E+16
23/01/2018;254;360;19;303;79;115;2830;7;7;0;313;188;540;250;30389;30174;196;299;313;23/01/2018;1;2,15E+16
24/01/2018;356;250;27;302;120;172;2830;7;7;0;423;269;340;170;30317;30015;311;403;423;24/01/2018;1;3,02E+15
25/01/2018;428;150;-32;297;71;103;2820;7;7;0;522;324;520;90;30043;29479;207;276;522;25/01/2018;1;5,64E+15
26/01/2018;252;440;51;300;69;105;2830;7;7;0;332;186;750;240;3033;29575;230;334;331;26/01/2018;1;7,55E+14
27/01/2018;275;320;11;303;124;192;2830;7;7;0;360;210;410;190;30378;30175;242;403;360;27/01/2018;1;2,03E+15
28/01/2018;342;390;110;303;115;180;2830;7;7;0;448;276;490;240;3048;30152;357;506;448;28/01/2018;1;3,28E+15
29/01/2018;404;330;118;303;81;122;2820;7;7;0;508;332;530;150;30368;30098;184;288;508;29/01/2018;1;2,7E+15
30/01/2018;464;190;55;298;118;177;2820;7;7;0;551;391;240;130;30118;29569;288;449;551;30/01/2018;1;5,49E+15
31/01/2018;392;350;110;297;134;195;2820;7;7;0;482;189;840;210;29998;29555;345;449;482;31/01/2018;1;4,43E+15
2/02/2018;405;470;218;299;109;162;2820;2;9;0;416;303;690;420;30197;29787;242;357;416;2/02/2018;2;4,1E+16
3/02/2018;393;460;195;297;119;183;2840;2;9;0;461;335;790;270;29821;29614;311;426;461;3/02/2018;2;2,07E+16
4/02/2018;409;430;198;298;147;231;2840;2;9;0;467;344;630;310;29908;29574;299;437;467;4/02/2018;2;3,34E+16
5/02/2018;338;620;210;298;81;125;2820;6;13;0;421;211;850;280;30002;29513;288;460;421;5/02/2018;2;4,89E+15
6/02/2018;312;440;107;300;61;95;2830;6;13;0;411;208;830;240;30166;29839;150;242;411;6/02/2018;2;3,27E+16
7/02/2018;358;380;124;301;116;168;2820;6;13;0;460;282;490;260;30219;30058;265;426;460;7/02/2018;2;1,61E+16
8/02/2018;408;380;164;300;101;159;2820;6;13;0;505;355;480;240;3016;29817;230;357;505;8/02/2018;2;3,43E+16
9/02/2018;346;490;146;298;116;170;2820;6;13;0;505;107;820;160;29994;29524;311;380;505;9/02/2018;2;4,7E+16
10/02/2018;152;740;81;300;28;44;2830;8;15;0;282;48;810;390;30244;2981;127;196;282;10/02/2018;2;4,34E+16
11/02/2018;218;400;1;301;66;99;2830;9;16;0;343;43;700;250;30262;29969;207;322;343;11/02/2018;2;2,93E+16
12/02/2018;189;700;104;301;18;31;2830;9;16;0;310;128;850;510;30264;29957;104;127;310;12/02/2018;2;3,07E+15
13/02/2018;322;610;192;302;73;107;2820;18;25;0;418;183;890;380;30292;30022;196;311;418;13/02/2018;2;2,7E+15
14/02/2018;392;420;179;298;116;174;2820;18;25;0;454;331;700;310;30058;29679;276;449;454;14/02/2018;2;3,79E+16
15/02/2018;297;520;137;299;62;95;2830;18;25;0;376;138;820;340;3033;29608;150;265;376;15/02/2018;2;7,22E+15
16/02/2018;279;340;12;301;137;194;2830;18;25;0;382;105;810;190;30368;29842;299;426;382;16/02/2018;2;5,26E+15
17/02/2018;342;250;13;299;142;213;2820;18;25;0;442;253;380;160;30015;29607;380;426;442;17/02/2018;2;4,08E+16
18/02/2018;406;300;80;294;144;217;2820;18;25;0;498;197;840;170;29607;29199;322;495;498;18/02/2018;2;4,08E+15
19/02/2018;85;740;19;297;44;70;2830;18;25;0;197;-22;850;550;30025;29442;127;173;197;19/02/2018;2;5,83E+15
20/02/2018;54;630;-50;303;34;52;2830;29;36;0;218;-93;760;300;30557;30024;161;253;218;20/02/2018;2;5,33E+15
21/02/2018;110;570;-28;304;23;39;2830;33;4;0;282;-41;760;190;30585;30278;161;242;282;21/02/2018;2;3,07E+16
22/02/2018;137;670;36;302;33;51;2830;33;4;0;349;-14;810;270;30361;29984;196;265;349;22/02/2018;2;3,77E+15
23/02/2018;188;710;104;301;21;35;2830;34;41;0;281;69;850;340;30322;29959;92;115;281;23/02/2018;2;3,63E+16
24/02/2018;152;480;-18;300;127;187;2830;34;41;0;203;65;830;310;30081;29883;299;483;203;24/02/2018;2;1,98E+15
25/02/2018;199;370;-29;301;109;159;2830;34;41;0;269;126;550;230;30219;30003;265;391;269;25/02/2018;2;2,16E+16
26/02/2018;294;280;-6;300;91;133;2820;34;41;0;409;169;450;160;30172;29843;242;368;409;26/02/2018;2;3,29E+15
27/02/2018;301;320;9;299;64;92;2830;34;41;0;439;144;590;140;29959;29806;196;288;439;27/02/2018;2;1,53E+15
28/02/2018;296;500;120;299;46;69;2830;34;41;0;403;186;770;220;30056;29766;173;253;403;28/02/2018;2;2,9E+15
23/03/2018;420;590;281;295;129;190;2790;9;9;0;514;347;900;200;29868;13266;276;380;514;23/03/2018;3;1,6602E+16
24/03/2018;409;410;161;284;31;50;2820;9;9;0;551;251;750;140;29971;23684;161;265;551;24/03/2018;3;6,287E+15
25/03/2018;427;450;211;282;49;79;2820;9;9;0;522;329;840;200;2962;23633;161;265;522;25/03/2018;3;5,987E+15
26/03/2018;344;710;240;289;39;62;2830;1;1;0;455;253;920;220;30015;23724;173;253;455;26/03/2018;3;6291
27/03/2018;298;780;231;298;16;31;2830;29;29;0;412;159;900;170;30237;23823;138;207;412;27/03/2018;3;6,414E+15
28/03/2018;320;610;182;298;62;93;2830;3;3;0;389;245;890;170;29985;23853;219;334;389;28/03/2018;3;6,132E+15
29/03/2018;281;680;184;298;43;69;2830;38;38;0;406;172;890;380;30182;23863;196;299;406;29/03/2018;3;6,319E+15
30/03/2018;399;400;157;295;90;139;2820;38;38;0;526;222;860;240;30175;23705;311;403;526;30/03/2018;3;6,47E+15
31/03/2018;401;490;200;298;75;114;2820;38;38;0;556;248;860;220;30083;23783;299;345;556;31/03/2018;3;6,3E+15
1/04/2018;395;550;204;297;67;101;2820;2;4;0;578;256;890;160;29974;29342;230;380;578;1/04/2018;4;6,32E+15
2/04/2018;517;240;147;292;132;196;2820;2;4;0;621;435;520;150;29378;2904;288;426;621;2/04/2018;4;3,38E+16
3/04/2018;304;230;-65;298;93;146;2830;2;4;0;435;186;570;90;30173;29243;253;368;434;3/04/2018;4;9,3E+15
4/04/2018;407;190;3;298;139;205;2820;2;4;0;488;270;360;110;30096;29708;391;460;488;4/04/2018;4;3,88E+15
5/04/2018;448;380;201;298;87;122;2820;2;4;0;570;396;590;220;29824;2965;253;334;570;5/04/2018;4;1,74E+16
6/04/2018;260;810;209;299;34;52;2830;2;4;0;398;172;890;590;30143;2966;115;184;398;6/04/2018;4;4,83E+16
7/04/2018;373;690;271;298;38;56;2820;19;57;0;513;183;890;430;30121;29373;196;276;513;7/04/2018;4;7,48E+15
8/04/2018;402;520;230;295;103;151;2820;26;64;0;476;343;840;290;29829;29346;299;472;476;8/04/2018;4;4,83E+16
9/04/2018;377;480;177;300;46;73;2830;28;66;0;496;288;840;200;30203;29827;150;265;496;9/04/2018;4;3,76E+16
10/04/2018;460;290;142;300;88;135;2820;28;66;0;632;347;460;110;3011;29799;219;334;632;10/04/2018;4;3,11E+16
11/04/2018;580;190;159;295;113;161;2820;28;66;0;656;501;280;130;29829;29347;334;426;656;11/04/2018;4;4,82E+15
12/04/2018;485;320;156;292;107;154;2820;28;66;0;639;319;750;90;29465;29081;368;506;639;12/04/2018;4;3,84E+16
13/04/2018;305;380;77;297;98;144;2830;28;66;0;355;260;560;260;30074;2925;288;322;355;13/04/2018;4;8,24E+15
14/04/2018;358;350;93;301;76;117;2820;28;66;0;489;261;600;170;30145;2995;219;322;489;14/04/2018;4;1,95E+16
15/04/2018;409;450;186;300;33;55;2830;28;66;0;573;241;770;160;30119;29836;150;196;573;15/04/2018;4;2,83E+16
16/04/2018;474;360;164;296;64;92;2820;28;66;0;656;279;730;100;29875;29429;253;334;656;16/04/2018;4;4,46E+15
17/04/2018;417;320;109;295;108;160;2820;28;66;0;535;266;780;120;29914;29207;276;391;535;17/04/2018;4;7,07E+15
18/04/2018;352;290;46;301;63;97;2830;28;66;0;489;257;440;120;3022;29914;242;357;489;18/04/2018;4;3,06E+15
19/04/2018;381;370;114;300;18;35;2820;28;66;0;545;169;660;180;30262;29769;138;196;545;19/04/2018;4;4,93E+15
20/04/2018;340;670;235;298;26;45;2820;31;69;0;419;281;920;430;30005;2969;115;173;419;20/04/2018;4;3,15E+15
21/04/2018;311;890;282;301;14;26;2820;56;94;0;362;267;930;810;30159;30006;81;104;362;21/04/2018;4;1,53E+15
22/04/2018;436;660;311;300;28;47;2820;56;94;0;589;275;940;260;30188;29839;150;196;589;22/04/2018;4;3,49E+15
23/04/2018;452;610;296;299;45;67;2820;59;97;0;640;285;920;210;30008;29762;230;345;640;23/04/2018;4;2,46E+16
24/04/2018;303;890;274;302;30;53;2830;74;112;0;385;275;930;840;30464;29901;115;127;385;24/04/2018;4;5,63E+15
25/04/2018;408;570;226;301;17;31;2820;78;116;0;652;172;890;90;30461;29815;104;161;652;25/04/2018;4;6,46E+15
26/04/2018;445;400;203;300;38;63;2820;78;116;0;535;295;750;220;30136;29726;253;345;535;26/04/2018;4;4,1E+16
27/04/2018;446;460;204;300;17;33;2820;78;116;0;632;222;850;110;30181;29825;127;196;632;27/04/2018;4;3,56E+16
28/04/2018;483;460;250;298;27;43;2820;78;116;0;679;266;770;150;29942;29505;299;311;679;28/04/2018;4;4,37E+16
29/04/2018;580;260;212;294;78;114;2820;78;116;0;678;465;550;120;29567;29261;299;345;678;29/04/2018;4;3,06E+16
30/04/2018;489;340;182;294;52;79;2820;78;116;0;645;315;760;110;29535;29318;219;311;645;30/04/2018;4;2,17E+16
1/05/2018;443;630;316;296;30;55;2820;0;116;0;566;378;800;260;29743;29442;115;196;566;1/05/2018;5;3,01E+15
2/05/2018;374;870;339;298;18;31;2820;31;147;0;408;328;930;770;29894;29659;104;115;408;2/05/2018;5;2,35E+16
3/05/2018;365;880;330;299;13;21;2810;118;234;0;458;322;950;650;30228;29743;161;242;458;3/05/2018;5;4,85E+14
4/05/2018;446;560;265;302;30;48;2820;118;234;0;616;256;930;250;30314;3002;127;196;616;4/05/2018;5;2,94E+15
5/05/2018;496;460;277;300;29;47;2820;118;234;0;645;322;760;200;30094;29909;184;276;645;5/05/2018;5;1,85E+16
6/05/2018;514;510;312;300;15;28;2820;118;234;0;676;334;810;200;30116;29891;115;173;676;6/05/2018;5;2,25E+16
7/05/2018;545;420;256;299;36;56;2820;118;234;0;732;349;820;100;30048;29701;184;322;739;7/05/2018;5;3,47E+16
8/05/2018;549;370;238;298;44;71;2810;118;234;0;703;335;750;140;29888;29701;173;253;735;8/05/2018;5;1,87E+16
9/05/2018;583;340;263;298;41;65;2810;118;234;0;728;303;770;130;29887;29651;138;242;748;9/05/2018;5;2,36E+16
10/05/2018;568;420;278;296;50;74;2810;118;234;0;747;341;780;130;29762;29357;207;288;758;10/05/2018;5;4,05E+16
11/05/2018;527;710;429;294;30;52;2820;122;238;0;655;411;950;310;29519;29339;115;173;655;11/05/2018;5;1,8E+16
12/05/2018;500;850;453;296;26;49;2780;138;254;0;587;457;950;610;2975;29503;92;161;587;12/05/2018;5;2,47E+15
13/05/2018;494;810;438;297;30;51;2810;14;256;0;569;428;940;630;29788;29666;104;138;569;13/05/2018;5;1,22E+16
14/05/2018;491;710;397;298;23;42;2820;14;256;0;584;386;900;490;29964;29712;161;196;584;14/05/2018;5;2,52E+15
15/05/2018;498;640;359;299;17;33;2820;141;257;0;648;312;930;210;30033;29719;104;138;648;15/05/2018;5;3,14E+16
16/05/2018;549;470;293;297;23;40;2820;141;257;0;730;352;910;110;29896;29607;161;219;751;16/05/2018;5;2,89E+15
17/05/2018;568;360;240;295;32;53;2820;141;257;0;747;349;750;80;29713;29362;173;265;749;17/05/2018;5;3,51E+16
18/05/2018;493;640;366;296;29;47;2750;156;272;0;648;398;910;310;29828;29424;173;276;648;18/05/2018;5;4,04E+15
19/05/2018;416;880;384;299;23;43;2820;164;28;0;452;385;930;790;30083;29683;115;138;452;19/05/2018;5;4E+15
20/05/2018;423;840;378;300;21;38;2820;17;286;0;538;362;920;580;30124;29825;161;196;538;20/05/2018;5;2,99E+15
21/05/2018;525;610;355;298;27;45;2820;171;287;0;711;325;950;130;29976;29587;161;219;767;21/05/2018;5;3,89E+16
22/05/2018;512;700;402;297;22;37;2800;191;307;0;693;368;910;280;2978;29537;138;253;772;22/05/2018;5;2,43E+15
23/05/2018;517;610;376;297;22;36;2820;195;311;0;663;358;910;280;29902;29586;207;265;661;23/05/2018;5;3,16E+15
24/05/2018;566;440;311;298;39;62;2820;195;311;0;751;352;820;180;29919;29689;196;288;762;24/05/2018;5;2,3E+16
25/05/2018;592;420;322;297;23;42;2820;195;311;0;792;368;790;110;29877;29569;161;242;782;25/05/2018;5;3,08E+16
26/05/2018;631;310;266;295;31;52;2820;195;311;0;796;408;690;80;29674;2929;127;242;779;26/05/2018;5;3,84E+16
27/05/2018;606;390;350;295;43;70;2820;195;311;0;735;470;620;200;29643;29362;161;242;773;27/05/2018;5;2,81E+16
28/05/2018;499;750;421;297;26;43;2820;203;319;0;605;406;900;520;2985;29576;161;219;605;28/05/2018;5;2,74E+15
29/05/2018;523;570;357;297;39;66;2810;203;319;0;634;396;910;340;29801;29541;161;242;634;29/05/2018;5;2,6E+14
30/05/2018;536;560;353;296;22;39;2820;203;319;0;708;349;900;190;29788;29489;230;311;773;30/05/2018;5;2,99E+15
31/05/2018;634;340;322;295;38;66;2820;203;319;0;763;442;720;130;29597;29364;161;242;768;31/05/2018;5;2,33E+16
1/06/2018;614;240;194;295;83;126;2810;0;319;0;735;412;660;100;29705;29389;265;334;743;1/06/2018;6;3,16E+16
2/06/2018;583;260;229;299;47;80;2810;0;319;0;689;439;540;100;30037;2968;173;265;756;2/06/2018;6;3,57E+15
3/06/2018;552;440;319;299;33;52;2820;0;319;0;733;340;760;230;30065;29637;196;299;771;3/06/2018;6;4,28E+15
4/06/2018;660;260;264;296;41;70;2820;0;319;0;816;468;540;90;29808;29472;161;276;793;4/06/2018;6;3,36E+15
5/06/2018;645;300;269;296;23;39;2820;0;319;0;855;405;610;90;29705;29447;150;196;823;5/06/2018;6;2,58E+15
6/06/2018;639;380;355;296;27;48;2820;0;319;0;816;418;640;80;29693;29408;161;207;795;6/06/2018;6;2,85E+16
7/06/2018;652;360;289;296;31;52;2820;0;319;0;843;435;840;60;29696;29422;161;276;814;7/06/2018;6;2,74E+15
8/06/2018;646;220;189;297;32;53;2820;0;319;0;838;399;490;60;29794;29479;173;265;810;8/06/2018;6;3,15E+15
9/06/2018;605;270;261;295;21;34;2820;0;319;0;711;489;380;180;29674;29357;81;104;743;9/06/2018;6;3,17E+16
10/06/2018;683;150;147;293;78;119;2820;0;319;0;816;445;460;60;29441;29174;253;345;793;10/06/2018;6;2,67E+16
11/06/2018;646;170;161;295;84;126;2820;0;319;0;781;525;380;60;29656;29292;242;265;766;11/06/2018;6;3,64E+15
12/06/2018;599;370;311;297;25;48;2810;0;319;0;761;368;690;180;298;29617;104;184;768;12/06/2018;6;1,83E+16
13/06/2018;636;420;355;297;29;49;2800;0;319;0;841;412;790;110;29777;2953;127;184;814;13/06/2018;6;2,47E+15
14/06/2018;748;200;296;294;73;113;2810;0;319;0;836;547;410;130;2957;29255;219;345;808;14/06/2018;6;3,15E+15
15/06/2018;699;270;322;293;56;89;2810;0;319;0;841;525;500;130;29469;29225;173;253;812;15/06/2018;6;2,44E+16
16/06/2018;615;530;425;294;23;39;2820;8;327;0;801;499;890;200;29458;29235;173;265;788;16/06/2018;6;2,23E+16
17/06/2018;549;890;517;296;24;43;2770;54;373;0;604;510;950;700;29734;2934;104;138;604;17/06/2018;6;3,94E+15
18/06/2018;585;780;511;297;19;36;2720;56;375;0;701;499;950;480;29769;29566;104;138;773;18/06/2018;6;2,03E+15
19/06/2018;576;750;494;297;38;66;2810;56;375;0;683;477;930;520;29818;29544;127;196;771;19/06/2018;6;2,74E+15
20/06/2018;564;650;436;298;22;41;2820;56;375;0;686;422;910;310;29921;2973;115;184;774;20/06/2018;6;1,91E+16
21/06/2018;605;580;435;297;28;49;2820;56;375;0;777;419;930;160;29901;29594;161;253;780;21/06/2018;6;3,07E+15
22/06/2018;642;350;319;296;49;82;2820;56;375;0;774;516;760;100;29695;29396;196;311;768;22/06/2018;6;2,99E+15
23/06/2018;609;380;303;295;34;57;2820;56;375;0;792;385;790;100;29679;29409;253;334;776;23/06/2018;6;2,7E+15
24/06/2018;517;770;443;297;26;45;2820;73;392;0;604;432;930;540;29942;29491;138;207;604;24/06/2018;6;4,51E+15
25/06/2018;587;510;355;298;24;44;2820;73;392;0;785;378;920;160;29942;29554;115;219;777;25/06/2018;6;3,88E+15
26/06/2018;683;280;265;296;38;67;2810;73;392;0;897;399;750;80;29738;29418;173;265;857;26/06/2018;6;3,2E+15
27/06/2018;691;260;292;296;33;53;2810;73;392;0;899;470;510;70;29695;29449;196;288;859;27/06/2018;6;2,46E+16
28/06/2018;710;250;243;294;50;75;2810;73;392;0;905;455;610;60;29651;29219;207;345;865;28/06/2018;6;4,32E+15
29/06/2018;734;120;159;293;66;103;2810;73;392;0;845;559;320;60;29475;29175;230;380;816;29/06/2018;6;3E+15
30/06/2018;558;540;384;296;31;52;2820;75;394;0;669;438;810;260;29814;29457;138;196;669;30/06/2018;6;3,57E+15
1/07/2018;604;430;301;298;38;62;2810;0;394;0;814;355;870;70;29986;29591;184;265;792;1/07/2018;7;3,95E+15
2/07/2018;651;290;267;296;37;58;2800;0;394;0;851;395;640;80;29814;2946;150;265;820;2/07/2018;7;3,54E+15
3/07/2018;680;280;295;295;44;68;2800;0;394;0;863;449;600;90;29696;29443;184;276;829;3/07/2018;7;2,53E+15
4/07/2018;659;420;381;298;33;55;2810;0;394;0;845;482;780;90;29988;29553;230;276;815;4/07/2018;7;4,35E+15
5/07/2018;620;570;457;301;25;45;2820;0;394;0;740;468;860;310;30177;29913;115;173;775;5/07/2018;7;2,64E+16
6/07/2018;651;450;394;300;20;38;2820;0;394;0;830;428;860;190;30214;29803;115;173;807;6/07/2018;7;4,11E+15
7/07/2018;653;470;415;298;18;32;2820;5;399;0;855;467;750;150;29974;2964;196;311;823;7/07/2018;7;3,34E+16
8/07/2018;668;510;438;298;35;58;2810;23;417;0;886;477;820;160;29902;29662;219;288;849;8/07/2018;7;2,4E+14
9/07/2018;675;490;421;298;26;44;2820;23;417;0;826;495;940;150;30015;29735;138;196;802;9/07/2018;7;2,8E+16
10/07/2018;688;390;390;297;26;43;2810;23;417;0;876;461;740;170;29873;29552;150;207;842;10/07/2018;7;3,21E+15
11/07/2018;689;370;382;296;36;58;2810;23;417;0;859;464;780;150;29788;29481;150;207;827;11/07/2018;7;3,07E+15
12/07/2018;605;610;462;297;16;28;2820;37;431;0;754;495;880;280;29925;29572;104;138;776;12/07/2018;7;3,53E+16
13/07/2018;625;560;444;299;20;34;2820;38;432;0;781;439;930;270;29987;2972;138;196;785;13/07/2018;7;2,67E+16
14/07/2018;676;470;425;297;23;41;2810;38;432;0;849;462;890;220;29883;29561;138;196;821;14/07/2018;7;3,22E+15
15/07/2018;569;780;500;298;20;37;2820;57;451;0;632;504;940;540;29993;29633;104;138;632;15/07/2018;7;3,6E+16
16/07/2018;613;660;472;299;24;39;2810;59;453;0;807;436;960;200;29996;29707;196;276;793;16/07/2018;7;2,89E+15
17/07/2018;629;630;488;298;22;37;2810;62;456;0;783;474;900;330;29967;29678;127;173;789;17/07/2018;7;2,89E+15
18/07/2018;684;410;353;297;35;58;2820;62;456;0;888;468;920;110;29844;29523;173;276;849;18/07/2018;7;3,21E+15
24/07/2018;680;570;516;297;27;40;2820;66;46;0;858;562;760;110;29876;2958;138;173;825;24/07/2018;7;2,96E+15
25/07/2018;616;690;498;298;28;47;2820;85;479;0;785;496;880;220;29967;29745;173;219;780;25/07/2018;7;2,22E+16
26/07/2018;589;720;487;299;25;42;2840;93;487;0;709;467;940;440;30013;29696;115;161;773;26/07/2018;7;3,17E+16
27/07/2018;610;690;488;298;30;50;2820;93;487;0;796;505;930;190;29879;29668;207;288;784;27/07/2018;7;2,11E+16
28/07/2018;581;710;468;298;25;38;2820;96;49;0;774;462;950;210;2995;29656;230;265;779;28/07/2018;7;2,94E+15
29/07/2018;580;700;462;299;41;67;2820;97;491;0;822;433;950;110;29994;29673;184;311;798;29/07/2018;7;3,21E+15
30/07/2018;581;550;399;300;23;43;2820;97;491;0;706;432;900;280;30061;29841;115;173;773;30/07/2018;7;2,2E+16
31/07/2018;597;490;367;299;24;42;2820;97;491;0;768;373;900;170;30064;29768;161;196;771;31/07/2018;7;2,96E+15
1/08/2018;603;510;398;298;21;35;2810;0;491;0;779;433;800;200;29917;29735;115;184;776;1/08/2018;8;1,82E+16
2/08/2018;641;490;406;297;19;34;2810;0;491;0;845;433;880;180;29882;29541;173;242;817;2/08/2018;8;3,41E+15
3/08/2018;640;470;420;296;51;81;2810;5;496;0;760;566;830;240;29771;29473;173;276;774;3/08/2018;8;2,98E+15
